individualCount,year,stateProvince,decimalLatitude,decimalLongitude,scientificName,vernacularName
1,1984,Victoria,-37.22,142.25,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1999,Victoria,-37.21335,142.25296,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1989,Victoria,-37.21499,142.26764,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1997,Victoria,-37.21498,142.26876,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1983,Victoria,-37.22,142.27,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1984,Victoria,-37.22,142.27,Petrogale penicillata,Brush-tailed Rock-wallaby
3,1970,Victoria,-37.20685,142.29301,Petrogale penicillata,Brush-tailed Rock-wallaby
2,1991,Victoria,-37.11637,142.30201,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2021,Victoria,-37.62137,142.331743,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2011,Victoria,-37.13,142.35,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1984,Victoria,-36.9,142.38,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1991,Victoria,-37.15893,142.44125,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2013,Victoria,-37.2031,142.443,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2013,Victoria,-37.205,142.447,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2013,Victoria,-37.205,142.447,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2013,Victoria,-37.205,142.447,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.8957,144.438,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2018,Victoria,-37.8957,144.438,Petrogale penicillata,Brush-tailed Rock-wallaby
5,2022,Victoria,-37.89402,144.44305,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1999,Victoria,-37.42,146.97,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1985,Victoria,-37.42347,146.97628,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1986,Victoria,-37.00679,148.14292,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1996,Victoria,-37.1413,148.14806,Petrogale penicillata,Brush-tailed Rock-wallaby
10,1986,Victoria,-37.09012,148.19292,Petrogale penicillata,Brush-tailed Rock-wallaby
1,,Victoria,-37.1,148.2,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1998,Victoria,-37.1,148.2,Petrogale penicillata,Brush-tailed Rock-wallaby
1,,Victoria,-37.1,148.2,Petrogale penicillata,Brush-tailed Rock-wallaby
1,,Victoria,-37.1,148.2,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1987,Victoria,-37.44889,148.21605,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1986,Victoria,-36.90679,148.22625,Petrogale penicillata,Brush-tailed Rock-wallaby
1,,Victoria,-37.22,148.27,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1994,Victoria,-37.13,148.27,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1961,Victoria,-37.08,148.27,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1986,Victoria,-36.95,148.27,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1986,Victoria,-36.9433,148.274,Petrogale penicillata,Brush-tailed Rock-wallaby
10,1986,Victoria,-36.94012,148.27625,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1986,Victoria,-36.9583,148.288,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1986,Victoria,-36.9556,148.288,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1986,Victoria,-36.95679,148.29292,Petrogale penicillata,Brush-tailed Rock-wallaby
3,1986,Victoria,-36.95679,148.29292,Petrogale penicillata,Brush-tailed Rock-wallaby
10,1986,Victoria,-37.12345,148.30959,Petrogale penicillata,Brush-tailed Rock-wallaby
10,1986,Victoria,-37.09012,148.30959,Petrogale penicillata,Brush-tailed Rock-wallaby
10,1986,Victoria,-37.02345,148.30959,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1986,Victoria,-37.0778,148.311,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09205,148.31161,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0903,148.3118,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0904,148.31185,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.08951,148.31189,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0902,148.31197,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.08428,148.31197,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.0903,148.312,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.08944,148.31204,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09015,148.31207,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.09015,148.31207,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0901,148.31212,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0912,148.31217,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0912,148.31217,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09138,148.31232,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0917,148.31247,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0917,148.31247,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0911,148.31248,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.08167,148.31286,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.07669,148.31298,Petrogale penicillata,Brush-tailed Rock-wallaby
2,2022,Victoria,-37.07681,148.31312,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.07698,148.31313,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.07685,148.31318,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.091,148.3138,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.08861,148.31404,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.08323,148.31412,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.08327,148.31417,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.07971,148.3142,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.09609,148.31467,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09609,148.31467,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.0827,148.31468,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.08272,148.31469,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.07768,148.31477,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.07963,148.3148,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.0899,148.31503,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.0899,148.31503,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.07867,148.31539,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.07867,148.31539,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.091,148.31553,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.08727,148.31587,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.08727,148.31587,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.07911,148.31598,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.08515,148.31607,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.07914,148.31615,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09726,148.31627,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.08809,148.3166,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.08555,148.31677,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09495,148.31698,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09495,148.31698,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.08072,148.31756,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.08667,148.3177,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1980,Victoria,-37.09845,148.31792,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1980,Victoria,-37.01512,148.31792,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1980,Victoria,-37.28179,148.31793,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09745,148.31806,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09552,148.31807,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09739,148.31808,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.09739,148.31808,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09113,148.31825,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.09561,148.31835,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09561,148.31835,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09242,148.31837,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2002,Victoria,-37.09537,148.3184,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.086,148.3184,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0911,148.31844,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0909,148.31856,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0911,148.31858,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0911,148.31858,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.07988,148.31913,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.07988,148.31913,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.0983,148.3192,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09653,148.31932,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09325,148.31949,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.0794,148.31952,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09824,148.31965,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09316,148.31982,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09322,148.31988,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09322,148.31988,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09808,148.31993,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09307,148.31997,Petrogale penicillata,Brush-tailed Rock-wallaby
1,,Victoria,-37.08,148.32,Petrogale penicillata,Brush-tailed Rock-wallaby
1,,Victoria,-37.08,148.32,Petrogale penicillata,Brush-tailed Rock-wallaby
1,,Victoria,-37.08,148.32,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09758,148.32014,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09759,148.32087,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.09759,148.32087,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09752,148.32094,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09575,148.3242,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2003,Victoria,-37.10702,148.32423,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09578,148.32426,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.09578,148.32426,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2000,Victoria,-37.11333,148.32434,Petrogale penicillata,Brush-tailed Rock-wallaby
2,2000,Victoria,-37.11333,148.32434,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.0962,148.32498,Petrogale penicillata,Brush-tailed Rock-wallaby
3,1997,Victoria,-37.09529,148.32515,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1994,Victoria,-37.171,148.32535,Petrogale penicillata,Brush-tailed Rock-wallaby
5,1994,Victoria,-37.171,148.32535,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.0956,148.32569,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09657,148.32598,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0972,148.32613,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2021,Victoria,-37.09741,148.32624,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09716,148.32625,Petrogale penicillata,Brush-tailed Rock-wallaby
10,1986,Victoria,-37.29012,148.32626,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1986,Victoria,-37.17345,148.32626,Petrogale penicillata,Brush-tailed Rock-wallaby
10,1986,Victoria,-37.10679,148.32626,Petrogale penicillata,Brush-tailed Rock-wallaby
10,1986,Victoria,-37.09012,148.32626,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0971,148.32629,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09708,148.3263,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.09708,148.3263,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.0975,148.32631,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.1141,148.32632,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0971,148.32632,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.097,148.32637,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0961,148.32643,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0961,148.32643,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0961,148.32643,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0961,148.32643,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0961,148.32643,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.0968,148.32647,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.0968,148.32647,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2001,Victoria,-37.10789,148.3265,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.09766,148.32666,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.09766,148.32666,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.114,148.3267,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0972,148.32671,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0972,148.32671,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0961,148.32676,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09612,148.32699,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.09612,148.32699,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0973,148.32703,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0973,148.32703,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0973,148.32703,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.1085,148.32723,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1085,148.32729,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09739,148.32742,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0974,148.32752,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.1091,148.3276,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1091,148.3276,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.1091,148.3276,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2005,Victoria,-37.10905,148.32761,Petrogale penicillata,Brush-tailed Rock-wallaby
10,1999,Victoria,-37.11059,148.32767,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.1084,148.32785,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2005,Victoria,-37.1091,148.32789,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09802,148.32796,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-37.09839,148.32799,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09839,148.32799,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1986,Victoria,-37.0897,148.328,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.1,148.3281,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1,148.3281,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.1,148.3281,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09851,148.3281,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2005,Victoria,-37.10003,148.32814,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1082,148.32823,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.0985,148.32825,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.0985,148.32825,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1088,148.32826,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0982,148.32826,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.11,148.32827,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2005,Victoria,-37.10879,148.32827,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2005,Victoria,-37.10879,148.32827,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.1,148.32827,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1,148.32827,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.1,148.32827,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1,148.32827,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.1,148.32827,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.1,148.32827,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.1,148.32828,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.1093,148.3283,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.1093,148.3283,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2005,Victoria,-37.10847,148.32835,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.09998,148.32835,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.1099,148.32836,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1099,148.32836,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1099,148.32836,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1099,148.32836,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1099,148.32836,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0999,148.32837,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0999,148.32837,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.1088,148.32839,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.10681,148.32839,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1104,148.32843,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1,148.32845,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.0977,148.32845,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0977,148.32845,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.10681,148.32848,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.0978,148.32848,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0978,148.32848,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0978,148.32848,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.0998,148.32862,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2007,Victoria,-37.0998,148.32862,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2009,Victoria,-37.1068,148.32868,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0998,148.32869,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.1107,148.32877,Petrogale penicillata,Brush-tailed Rock-wallaby
10,2000,Victoria,-37.11057,148.3288,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2008,Victoria,-37.0999,148.3288,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.10738,148.32885,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2022,Victoria,-37.09992,148.32892,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.10677,148.3291,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.09839,148.32938,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.10675,148.32939,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.10739,148.32947,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.10653,148.32948,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.10668,148.32957,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.10693,148.32958,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.10827,148.32961,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.10827,148.32961,Petrogale penicillata,Brush-tailed Rock-wallaby
10,2001,Victoria,-37.09524,148.32965,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.10873,148.32968,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2006,Victoria,-37.10833,148.32985,Petrogale penicillata,Brush-tailed Rock-wallaby
2,1991,Victoria,-37.10876,148.32989,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1947,Victoria,-36.95,148.33,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1947,Victoria,-36.95,148.33,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2005,Victoria,-37.09932,148.33007,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1986,Victoria,-37.0836,148.332,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1986,Victoria,-37.0825,148.334,Petrogale penicillata,Brush-tailed Rock-wallaby
10,1986,Victoria,-37.24012,148.34292,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1980,Victoria,-37.10679,148.34292,Petrogale penicillata,Brush-tailed Rock-wallaby
10,1986,Victoria,-37.09012,148.35959,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1975,Victoria,-37.29012,148.37626,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1986,Victoria,-37.14012,148.37626,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1973,Victoria,-37.15,148.45,Petrogale penicillata,Brush-tailed Rock-wallaby
1,1959,Victoria,-37.12345,148.45959,Petrogale penicillata,Brush-tailed Rock-wallaby
1,,Victoria,-37.1,148.47,Petrogale penicillata,Brush-tailed Rock-wallaby
1,2023,Victoria,-38.49477,140.79548,Macropus giganteus,Eastern Grey Kangaroo
1,2023,Victoria,-38.49419,140.79622,Macropus giganteus,Eastern Grey Kangaroo
1,2023,Victoria,-38.49762,140.80331,Macropus giganteus,Eastern Grey Kangaroo
1,2019,Victoria,-37.9977,140.97242,Macropus giganteus,Eastern Grey Kangaroo
12,2007,Victoria,-37.83889,140.97278,Macropus giganteus,Eastern Grey Kangaroo
1,2022,Victoria,-37.9975,140.97283,Macropus giganteus,Eastern Grey Kangaroo
20,2005,Victoria,-37.83882,140.97776,Macropus giganteus,Eastern Grey Kangaroo
1,2019,Victoria,-38.01507,140.98038,Macropus giganteus,Eastern Grey Kangaroo
1,2022,Victoria,-37.97036,140.98109,Macropus giganteus,Eastern Grey Kangaroo
1,2019,Victoria,-37.99143,140.98408,Macropus giganteus,Eastern Grey Kangaroo
5,2007,Victoria,-37.98306,140.985,Macropus giganteus,Eastern Grey Kangaroo
1,2022,Victoria,-37.23335,140.98501,Macropus giganteus,Eastern Grey Kangaroo
1,2022,Victoria,-37.99937,140.98819,Macropus giganteus,Eastern Grey Kangaroo
12,2005,Victoria,-37.84021,140.99304,Macropus giganteus,Eastern Grey Kangaroo
6,2005,Victoria,-37.83882,140.99443,Macropus giganteus,Eastern Grey Kangaroo
8,2005,Victoria,-37.83882,140.99443,Macropus giganteus,Eastern Grey Kangaroo
1,2022,Victoria,-38.02388,140.99564,Macropus giganteus,Eastern Grey Kangaroo
1,2019,Victoria,-38.02361,140.99572,Macropus giganteus,Eastern Grey Kangaroo
1,2022,Victoria,-37.93759,140.99801,Macropus giganteus,Eastern Grey Kangaroo
1,2014,Victoria,-37.10866,141.00103,Macropus giganteus,Eastern Grey Kangaroo
1,1990,Victoria,-37.84732,141.0031,Macropus giganteus,Eastern Grey Kangaroo
10,1991,Victoria,-37.9023,141.00766,Macropus giganteus,Eastern Grey Kangaroo
2,2004,Victoria,-38.0366,141.00995,Macropus giganteus,Eastern Grey Kangaroo
1,2019,Victoria,-38.02691,141.01002,Macropus giganteus,Eastern Grey Kangaroo
1,2022,Victoria,-38.02716,141.01048,Macropus giganteus,Eastern Grey Kangaroo
1,2022,Victoria,-38.01683,141.01203,Macropus giganteus,Eastern Grey Kangaroo
1,2019,Victoria,-38.00656,141.01312,Macropus giganteus,Eastern Grey Kangaroo
1,2022,Victoria,-38.00655,141.01384,Macropus giganteus,Eastern Grey Kangaroo
1,2019,Victoria,-37.99611,141.01494,Macropus giganteus,Eastern Grey Kangaroo
1,2022,Victoria,-38.0289,141.01553,Macropus giganteus,Eastern Grey Kangaroo
1,1999,Victoria,-37.90501,141.01562,Macropus giganteus,Eastern Grey Kangaroo
1,2022,Victoria,-37.8886,141.01682,Macropus giganteus,Eastern Grey Kangaroo
1,2019,Victoria,-38.0287,141.01824,Macropus giganteus,Eastern Grey Kangaroo
1,2022,Victoria,-37.99484,141.02707,Macropus giganteus,Eastern Grey Kangaroo
1,2019,Victoria,-37.9942,141.02713,Macropus giganteus,Eastern Grey Kangaroo
