occurrenceID,catalogNumber,individualCount,year,decimalLatitude,decimalLongitude,geodeticDatum,scientificName,vernacularName,species
5352903,5352903,6,1995,-36.15292,146.65496,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3792399,3792399,6,1984,-36.24377,146.59001,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4026693,4026693,6,1997,-36.21491,146.58571,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5603380,5603380,6,2006,-36.13265,146.56599,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4084405,4084405,6,2000,-38.75682,146.49298,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4029901,4029901,6,1997,-36.61924,146.4706,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5713774,5713774,6,2011,-38.19493,146.39601,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4269752,4269752,6,1995,-36.28591,146.19114,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4331059,4331059,6,1982,-36.30681,146.15961,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3791514,3791514,6,1984,-36.57789,145.94668,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4638779,4638779,6,1986,-38.81912,145.91332,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3792139,3792139,6,1983,-36.93074,145.797,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
6172377,6172377,6,2010,-37.0311,145.6557,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
9593371,9593371,6,2019,-38.32084,145.61637,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
6516489,6516489,6,2012,-37.012,145.58687,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
9593251,9593251,6,2019,-38.63954,145.57225,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
9593152,9593152,6,2019,-38.62951,145.57001,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
9593112,9593112,6,2019,-38.62552,145.56767,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4483848,4483848,6,1989,-37.79689,145.55366,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4245936,4245936,6,1990,-37.78781,145.54816,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4640877,4640877,6,1977,-37.67947,145.53326,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4278796,4278796,6,1997,-37.18175,145.51703,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4468066,4468066,6,1988,-37.57672,145.46167,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
11356948,11356948,6,2021,-37.87676,145.44572,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4149563,4149563,6,2000,-37.74335,145.38673,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4433463,4433463,6,1988,-37.60651,145.33305,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
10150256,10150256,6,2018,-37.60945,145.32379,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4468504,4468504,6,1988,-37.64941,145.30715,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4485416,4485416,6,1989,-37.70298,145.27304,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
6814655,6814655,6,2013,-37.9448,145.25714,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4521136,4521136,6,1992,-37.69371,145.25511,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4499066,4499066,6,1990,-37.94604,145.25485,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4517161,4517161,6,1991,-37.64829,145.23124,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4520536,4520536,6,1992,-37.64991,145.21873,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4000148,4000148,6,1995,-37.70032,145.21525,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4274685,4274685,6,1995,-37.73871,145.19164,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4587206,4587206,6,1992,-36.09786,145.16334,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3991893,3991893,6,1995,-37.63181,145.1557,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4462178,4462178,6,1988,-38.036,145.12738,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330493,4330493,6,1963,-37.54016,145.12631,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330498,4330498,6,1963,-37.54016,145.12631,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330584,4330584,6,1970,-37.54016,145.12631,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330634,4330634,6,1972,-37.54016,145.12631,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330648,4330648,6,1972,-37.54016,145.12631,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
6858951,6858951,6,2013,-37.6908,145.12167,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4425509,4425509,6,1987,-37.62937,145.11497,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4331061,4331061,6,1982,-35.89015,145.09295,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4268853,4268853,6,1994,-37.68487,145.09202,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
10240575,10240575,6,2019,-37.67773,145.09136,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4443753,4443753,6,1988,-37.4244,145.09074,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4510903,4510903,6,1990,-37.6695,145.08901,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4439192,4439192,6,1988,-38.28848,145.08089,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4172787,4172787,6,2001,-37.71575,145.05152,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4172705,4172705,6,2001,-37.71575,145.05152,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
11363255,11363255,6,2021,-37.50346,145.05032,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4643477,4643477,6,1973,-36.69015,145.0263,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3967112,3967112,6,1993,-37.21026,145.00375,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4331037,4331037,6,1982,-35.94015,144.99295,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5361637,5361637,6,1997,-36.78825,144.99122,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4143936,4143936,6,2000,-36.68278,144.99061,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4196726,4196726,6,2001,-37.67212,144.97557,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5582368,5582368,6,2005,-37.67837,144.97153,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4331146,4331146,6,1976,-36.79016,144.95964,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330594,4330594,6,1970,-36.04015,144.95962,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
8221118,8221118,6,2015,-37.53133,144.95418,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4507197,4507197,6,1990,-37.39741,144.93328,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4150667,4150667,6,2001,-36.74211,144.92859,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4437507,4437507,6,1988,-38.42373,144.92726,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4430660,4430660,6,1987,-38.46588,144.91574,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
8929653,8929653,6,2017,-37.65444,144.87528,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4472394,4472394,6,1988,-37.39595,144.80229,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330763,4330763,6,1977,-36.91516,144.75131,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4449177,4449177,6,1988,-37.52443,144.73403,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5353847,5353847,6,1995,-36.58714,144.7338,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3969922,3969922,6,1973,-36.86467,144.73011,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
12011645,12011645,6,2021,-37.72644,144.72539,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4289697,4289697,6,2001,-37.54763,144.72201,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4289683,4289683,6,2001,-37.54763,144.72201,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
11843023,11843023,6,2020,-37.80949,144.72158,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
11843039,11843039,6,2020,-37.81019,144.7171,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
6922559,6922559,6,2014,-37.815,144.70722,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
6922560,6922560,6,2014,-37.815,144.70722,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
12039988,12039988,6,2021,-37.79424,144.70647,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
11843016,11843016,6,2020,-37.80209,144.7049,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
12039941,12039941,6,2021,-37.8109,144.70475,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
12039971,12039971,6,2021,-37.81825,144.69792,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
12039965,12039965,6,2021,-37.81706,144.69702,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
12039993,12039993,6,2021,-37.81835,144.69642,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
12039983,12039983,6,2021,-37.80205,144.6806,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4289419,4289419,6,2002,-38.25216,144.66818,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3926246,3926246,6,1991,-37.21656,144.65876,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4643606,4643606,6,1973,-37.21463,144.65206,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
8616227,8616227,6,2017,-37.23252,144.64207,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
12011641,12011641,6,2021,-37.83178,144.63979,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4429422,4429422,6,1988,-37.61141,144.62037,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
11870822,11870822,6,2020,-37.72517,144.61031,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
9069378,9069378,6,2019,-37.4917,144.58683,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3969957,3969957,6,1971,-37.54648,144.57377,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
8221289,8221289,6,2015,-37.93611,144.55646,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4479278,4479278,6,1989,-37.60858,144.52645,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4427916,4427916,6,1988,-37.64028,144.4914,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
8906855,8906855,6,2018,-37.77197,144.48314,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5355196,5355196,6,1995,-36.70913,144.4806,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3969947,3969947,6,1974,-37.9583,144.44647,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4486895,4486895,6,1989,-37.91279,144.4253,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5670693,5670693,6,2006,-37.64197,144.4096,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5669155,5669155,6,2005,-37.64007,144.40514,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4422860,4422860,6,1987,-37.73614,144.38265,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4642392,4642392,6,1980,-37.49659,144.34919,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4633330,4633330,6,1992,-36.78813,144.34244,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5725848,5725848,6,2011,-38.22809,144.33161,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330795,4330795,6,1977,-36.8735,144.29298,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5685189,5685189,6,2006,-38.36661,144.28048,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4148377,4148377,6,2000,-37.88587,144.27048,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
11367065,11367065,6,2021,-37.389,144.2673,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
11837397,11837397,6,2021,-37.389,144.2673,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
8513080,8513080,6,2016,-37.389,144.2668,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
8512918,8512918,6,2016,-37.389,144.2668,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
9012210,9012210,6,2018,-37.389,144.2668,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
8906171,8906171,6,2018,-37.389,144.2668,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
11291876,11291876,6,2021,-37.389,144.2668,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3971808,3971808,6,1982,-36.79016,144.25965,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3971765,3971765,6,1981,-36.75683,144.25964,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
10188705,10188705,6,2016,-38.39275,144.24651,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4331054,4331054,6,1982,-35.70682,144.20963,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4498313,4498313,6,1990,-37.87753,144.18439,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5545789,5545789,6,1996,-36.73948,144.11122,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4256413,4256413,6,1992,-37.75673,144.10727,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5633852,5633852,6,2007,-37.18111,144.10694,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5626573,5626573,6,2007,-37.17989,144.10128,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
8621203,8621203,6,2017,-37.2797,144.0924,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
8621402,8621402,6,2017,-37.2675,144.0792,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3991422,3991422,6,1995,-37.49107,144.07685,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3969942,3969942,6,1975,-38.45388,144.06244,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4290602,4290602,6,2002,-37.22818,144.04985,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5626356,5626356,6,2007,-37.22087,144.04562,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3890483,3890483,6,1985,-37.22267,144.04555,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3890728,3890728,6,1986,-37.22267,144.04555,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3890949,3890949,6,1986,-37.22267,144.04555,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3891258,3891258,6,1987,-37.22267,144.04555,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3892497,3892497,6,1991,-37.22267,144.04555,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3892428,3892428,6,1991,-37.22267,144.04555,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3894917,3894917,6,2002,-37.22267,144.04555,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3985075,3985075,6,1995,-38.36809,143.94938,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4244886,4244886,6,1989,-37.2247,143.80055,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5543554,5543554,6,1996,-36.8881,143.78259,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4253238,4253238,6,1991,-37.04017,143.74299,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4056971,4056971,6,1998,-36.83184,143.70132,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5704713,5704713,6,2010,-36.31935,143.55391,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4244885,4244885,6,1989,-37.68741,143.54234,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4548577,4548577,6,1999,-38.74956,143.33568,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3970475,3970475,6,1970,-36.79198,143.30512,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330912,4330912,6,1982,-36.79017,143.29299,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5369885,5369885,6,1998,-36.83644,143.28963,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4278490,4278490,6,1997,-37.2422,143.27931,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4331128,4331128,6,1975,-36.94018,143.25966,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4331120,4331120,6,1975,-36.89018,143.24299,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4248620,4248620,6,1990,-37.31411,143.24199,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
12016167,12016167,6,2021,-36.90432,143.21164,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
12016238,12016238,6,2021,-36.91095,143.20826,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
12015558,12015558,6,2021,-36.86238,143.16005,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5722303,5722303,6,2011,-37.40185,143.15024,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
8204546,8204546,6,2016,-37.40518,143.1419,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4340017,4340017,6,1987,-36.79018,143.043,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
12014915,12014915,6,2021,-36.85878,143.04045,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
12014510,12014510,6,2021,-36.84103,142.98755,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4273072,4273072,6,1995,-38.61663,142.9156,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330689,4330689,6,1974,-38.54019,142.87636,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330958,4330958,6,1984,-37.55685,142.79301,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4162056,4162056,6,2002,-37.15685,142.79143,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4636935,4636935,6,1982,-38.52244,142.77431,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
8943707,8943707,6,2011,-37.22803,142.72932,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
6528811,6528811,6,2011,-37.5729,142.45691,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3969386,3969386,6,1971,-37.16672,142.39297,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330928,4330928,6,1982,-37.04019,142.37634,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330923,4330923,6,1982,-37.04019,142.37634,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330968,4330968,6,1984,-37.62352,142.29302,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4249342,4249342,6,1991,-38.28188,142.28826,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3913021,3913021,6,1991,-37.56211,142.25764,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5688035,5688035,6,2007,-37.39757,142.01251,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4162288,4162288,6,2001,-38.11811,141.73666,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330995,4330995,6,1979,-38.12354,141.20971,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
5589944,5589944,6,2005,-37.83882,140.99443,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4644190,4644190,5,1974,-37.06723,148.41352,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4072707,4072707,5,1999,-37.76981,148.37457,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3991550,3991550,5,1994,-36.86989,148.33022,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4062443,4062443,5,1998,-37.11092,148.29729,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4353327,4353327,5,1979,-37.05679,148.29292,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4294351,4294351,5,2003,-36.79081,148.2235,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4567221,4567221,5,1992,-37.81423,148.18453,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3972560,3972560,5,1968,-37.50679,148.17626,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3972575,3972575,5,1976,-37.50679,148.17626,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4278296,4278296,5,1997,-36.89578,148.08938,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4294580,4294580,5,2003,-36.877,148.07228,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
6659640,6659640,5,2011,-37.6999,147.88602,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3974219,3974219,5,1994,-37.07605,147.87258,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
10259443,10259443,5,2020,-37.6789,147.85084,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
9068567,9068567,5,2019,-37.78976,147.78021,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
9073148,9073148,5,2019,-37.78976,147.78021,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4330816,4330816,5,1979,-37.9568,147.70961,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4224317,4224317,5,2002,-37.62252,147.70102,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4260033,4260033,5,1992,-37.94892,147.67907,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3972125,3972125,5,1973,-37.8942,147.63308,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4266693,4266693,5,1994,-38.00875,147.61583,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4170638,4170638,5,2001,-37.91288,147.49672,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4053282,4053282,5,1998,-38.08891,147.42493,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
9060558,9060558,5,2019,-36.53697,147.37875,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4084142,4084142,5,2000,-38.22347,147.32629,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4078359,4078359,5,2000,-38.00725,147.31055,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4264286,4264286,5,1992,-37.91359,147.28057,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3972137,3972137,5,1973,-37.54013,147.25961,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4644839,4644839,5,1972,-37.47347,147.25961,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4083538,4083538,5,1999,-38.25073,147.25215,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3972107,3972107,5,1973,-37.9568,147.22629,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3972105,3972105,5,1973,-37.47347,147.20961,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
3972102,3972102,5,1973,-37.47347,147.20961,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
4083796,4083796,5,1999,-38.2546,146.96757,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
6850679,6850679,5,2008,-36.2044,146.95456,EPSG:4326,Macropus giganteus,Eastern Grey Kangaroo,Macropus giganteus
